LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value
Netherlands,HOUSECOST,NOMINAL,IDX2015,2009,113.37825
Netherlands,HOUSECOST,NOMINAL,IDX2015,2010,111.428
Netherlands,HOUSECOST,NOMINAL,IDX2015,2011,109.21725
Netherlands,HOUSECOST,NOMINAL,IDX2015,2012,101.8855
Netherlands,HOUSECOST,NOMINAL,IDX2015,2013,95.7715
Netherlands,HOUSECOST,NOMINAL,IDX2015,2014,96.5565
Netherlands,HOUSECOST,NOMINAL,IDX2015,2015,100
Netherlands,HOUSECOST,NOMINAL,IDX2015,2016,105.0515
Netherlands,HOUSECOST,NOMINAL,IDX2015,2017,112.97825
Netherlands,HOUSECOST,NOMINAL,IDX2015,2018,123.65575
Netherlands,HOUSECOST,NOMINAL,IDX2015,2019,132.658
Netherlands,HOUSECOST,NOMINAL,IDX2015,2020,142.7605
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1980,83.08655409
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1981,71.53851788
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1982,60.96381648
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1983,61.58400155
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1984,58.6878737
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1985,56.4629912
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1986,57.77336894
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1987,60.06988396
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1988,62.01661627
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1989,61.8185796
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1990,58.24264621
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1991,59.45874018
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1992,60.95031558
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1993,66.53273867
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1994,71.47965879
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1995,73.82644179
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1996,78.54230385
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1997,82.7214883
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1998,87.19304954
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,1999,97.32847895
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2000,109.7723966
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2001,111.9723103
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2002,116.7890489
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2003,120.3727746
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2004,123.8488562
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2005,127.1485602
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2006,127.2023025
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2007,128.3974973
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2008,127.6764336
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2009,123.2521132
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2010,120.0391913
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2011,115.1042582
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2012,106.6109273
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2013,99.44513242
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2014,98.00201394
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2015,100
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2016,102.6598774
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2017,108.4839313
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2018,113.8665288
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2019,117.9836595
Netherlands,HOUSECOST,PRICEINCOME,IDX2015,2020,123.9535833
Netherlands,HOUSECOST,PRICERENT,IDX2015,1970,74.05288215
Netherlands,HOUSECOST,PRICERENT,IDX2015,1971,76.04976428
Netherlands,HOUSECOST,PRICERENT,IDX2015,1972,76.90159806
Netherlands,HOUSECOST,PRICERENT,IDX2015,1973,78.99090296
Netherlands,HOUSECOST,PRICERENT,IDX2015,1974,81.34837349
Netherlands,HOUSECOST,PRICERENT,IDX2015,1975,85.45956923
Netherlands,HOUSECOST,PRICERENT,IDX2015,1976,100.0910544
Netherlands,HOUSECOST,PRICERENT,IDX2015,1977,129.0920908
Netherlands,HOUSECOST,PRICERENT,IDX2015,1978,132.1787155
Netherlands,HOUSECOST,PRICERENT,IDX2015,1979,116.6003873
Netherlands,HOUSECOST,PRICERENT,IDX2015,1980,100.0410127
Netherlands,HOUSECOST,PRICERENT,IDX2015,1981,83.59282347
Netherlands,HOUSECOST,PRICERENT,IDX2015,1982,68.40738039
Netherlands,HOUSECOST,PRICERENT,IDX2015,1983,65.63445742
Netherlands,HOUSECOST,PRICERENT,IDX2015,1984,62.12653191
Netherlands,HOUSECOST,PRICERENT,IDX2015,1985,60.14233887
Netherlands,HOUSECOST,PRICERENT,IDX2015,1986,61.44432092
Netherlands,HOUSECOST,PRICERENT,IDX2015,1987,62.986359
Netherlands,HOUSECOST,PRICERENT,IDX2015,1988,64.27560094
Netherlands,HOUSECOST,PRICERENT,IDX2015,1989,66.62743341
Netherlands,HOUSECOST,PRICERENT,IDX2015,1990,65.9941459
Netherlands,HOUSECOST,PRICERENT,IDX2015,1991,64.99907316
Netherlands,HOUSECOST,PRICERENT,IDX2015,1992,66.83752219
Netherlands,HOUSECOST,PRICERENT,IDX2015,1993,68.66751858
Netherlands,HOUSECOST,PRICERENT,IDX2015,1994,73.45917986
Netherlands,HOUSECOST,PRICERENT,IDX2015,1995,74.95267598
Netherlands,HOUSECOST,PRICERENT,IDX2015,1996,79.67373159
Netherlands,HOUSECOST,PRICERENT,IDX2015,1997,85.79868149
Netherlands,HOUSECOST,PRICERENT,IDX2015,1998,91.83736602
Netherlands,HOUSECOST,PRICERENT,IDX2015,1999,103.5658036
Netherlands,HOUSECOST,PRICERENT,IDX2015,2000,119.1934868
Netherlands,HOUSECOST,PRICERENT,IDX2015,2001,129.0236432
Netherlands,HOUSECOST,PRICERENT,IDX2015,2002,133.5682994
Netherlands,HOUSECOST,PRICERENT,IDX2015,2003,134.2284224
Netherlands,HOUSECOST,PRICERENT,IDX2015,2004,135.7918198
Netherlands,HOUSECOST,PRICERENT,IDX2015,2005,137.5316965
Netherlands,HOUSECOST,PRICERENT,IDX2015,2006,140.0890399
Netherlands,HOUSECOST,PRICERENT,IDX2015,2007,143.9607812
Netherlands,HOUSECOST,PRICERENT,IDX2015,2008,144.738632
Netherlands,HOUSECOST,PRICERENT,IDX2015,2009,135.0959073
Netherlands,HOUSECOST,PRICERENT,IDX2015,2010,129.8619793
Netherlands,HOUSECOST,PRICERENT,IDX2015,2011,125.1471551
Netherlands,HOUSECOST,PRICERENT,IDX2015,2012,114.1254507
Netherlands,HOUSECOST,PRICERENT,IDX2015,2013,103.4064935
Netherlands,HOUSECOST,PRICERENT,IDX2015,2014,99.76032082
Netherlands,HOUSECOST,PRICERENT,IDX2015,2015,100
Netherlands,HOUSECOST,PRICERENT,IDX2015,2016,102.9035327
Netherlands,HOUSECOST,PRICERENT,IDX2015,2017,108.7085598
Netherlands,HOUSECOST,PRICERENT,IDX2015,2018,116.6973465
Netherlands,HOUSECOST,PRICERENT,IDX2015,2019,122.2056189
Netherlands,HOUSECOST,PRICERENT,IDX2015,2020,128.0137305
Netherlands,HOUSECOST,REAL,IDX2015,1970,41.31505992
Netherlands,HOUSECOST,REAL,IDX2015,1971,43.07591227
Netherlands,HOUSECOST,REAL,IDX2015,1972,43.85987474
Netherlands,HOUSECOST,REAL,IDX2015,1973,45.43665154
Netherlands,HOUSECOST,REAL,IDX2015,1974,46.30213867
Netherlands,HOUSECOST,REAL,IDX2015,1975,47.38520348
Netherlands,HOUSECOST,REAL,IDX2015,1976,56.82590541
Netherlands,HOUSECOST,REAL,IDX2015,1977,74.2341078
Netherlands,HOUSECOST,REAL,IDX2015,1978,77.28701995
Netherlands,HOUSECOST,REAL,IDX2015,1979,69.92336839
Netherlands,HOUSECOST,REAL,IDX2015,1980,60.04544482
Netherlands,HOUSECOST,REAL,IDX2015,1981,50.76264209
Netherlands,HOUSECOST,REAL,IDX2015,1982,42.9635075
Netherlands,HOUSECOST,REAL,IDX2015,1983,42.50072699
Netherlands,HOUSECOST,REAL,IDX2015,1984,41.32386868
Netherlands,HOUSECOST,REAL,IDX2015,1985,40.4021727
Netherlands,HOUSECOST,REAL,IDX2015,1986,42.241482
Netherlands,HOUSECOST,REAL,IDX2015,1987,44.09927361
Netherlands,HOUSECOST,REAL,IDX2015,1988,45.39772504
Netherlands,HOUSECOST,REAL,IDX2015,1989,47.60968291
Netherlands,HOUSECOST,REAL,IDX2015,1990,47.89513027
Netherlands,HOUSECOST,REAL,IDX2015,1991,47.42131617
Netherlands,HOUSECOST,REAL,IDX2015,1992,49.8521717
Netherlands,HOUSECOST,REAL,IDX2015,1993,52.8081843
Netherlands,HOUSECOST,REAL,IDX2015,1994,57.84086018
Netherlands,HOUSECOST,REAL,IDX2015,1995,60.72478265
Netherlands,HOUSECOST,REAL,IDX2015,1996,66.01210941
Netherlands,HOUSECOST,REAL,IDX2015,1997,72.25702304
Netherlands,HOUSECOST,REAL,IDX2015,1998,78.68011327
Netherlands,HOUSECOST,REAL,IDX2015,1999,89.90449562
Netherlands,HOUSECOST,REAL,IDX2015,2000,103.1898916
Netherlands,HOUSECOST,REAL,IDX2015,2001,111.0687053
Netherlands,HOUSECOST,REAL,IDX2015,2002,114.3283847
Netherlands,HOUSECOST,REAL,IDX2015,2003,115.7542382
Netherlands,HOUSECOST,REAL,IDX2015,2004,119.0946488
Netherlands,HOUSECOST,REAL,IDX2015,2005,121.4290594
Netherlands,HOUSECOST,REAL,IDX2015,2006,123.2522749
Netherlands,HOUSECOST,REAL,IDX2015,2007,126.6226858
Netherlands,HOUSECOST,REAL,IDX2015,2008,126.7662951
Netherlands,HOUSECOST,REAL,IDX2015,2009,122.9563418
Netherlands,HOUSECOST,REAL,IDX2015,2010,118.8850614
Netherlands,HOUSECOST,REAL,IDX2015,2011,114.1105748
Netherlands,HOUSECOST,REAL,IDX2015,2012,105.0972637
Netherlands,HOUSECOST,REAL,IDX2015,2013,96.77419258
Netherlands,HOUSECOST,REAL,IDX2015,2014,96.71772976
Netherlands,HOUSECOST,REAL,IDX2015,2015,100
Netherlands,HOUSECOST,REAL,IDX2015,2016,104.4484419
Netherlands,HOUSECOST,REAL,IDX2015,2017,110.8145864
Netherlands,HOUSECOST,REAL,IDX2015,2018,118.688652
Netherlands,HOUSECOST,REAL,IDX2015,2019,124.0864618
Netherlands,HOUSECOST,REAL,IDX2015,2020,131.4912644
Netherlands,HOUSECOST,RENT,IDX2015,1960,8.030243519
Netherlands,HOUSECOST,RENT,IDX2015,1961,8.030243519
Netherlands,HOUSECOST,RENT,IDX2015,1962,8.253306003
Netherlands,HOUSECOST,RENT,IDX2015,1963,8.740521307
Netherlands,HOUSECOST,RENT,IDX2015,1964,9.180775347
Netherlands,HOUSECOST,RENT,IDX2015,1965,9.587688225
Netherlands,HOUSECOST,RENT,IDX2015,1966,10.32942992
Netherlands,HOUSECOST,RENT,IDX2015,1967,10.77050819
Netherlands,HOUSECOST,RENT,IDX2015,1968,11.57100737
Netherlands,HOUSECOST,RENT,IDX2015,1969,12.37684577
Netherlands,HOUSECOST,RENT,IDX2015,1970,13.03683992
Netherlands,HOUSECOST,RENT,IDX2015,1971,14.27284094
Netherlands,HOUSECOST,RENT,IDX2015,1972,15.56455676
Netherlands,HOUSECOST,RENT,IDX2015,1973,17.0316642
Netherlands,HOUSECOST,RENT,IDX2015,1974,18.45337953
Netherlands,HOUSECOST,RENT,IDX2015,1975,19.8049313
Netherlands,HOUSECOST,RENT,IDX2015,1976,22.09845085
Netherlands,HOUSECOST,RENT,IDX2015,1977,23.75106506
Netherlands,HOUSECOST,RENT,IDX2015,1978,25.16080974
Netherlands,HOUSECOST,RENT,IDX2015,1979,27.01956124
Netherlands,HOUSECOST,RENT,IDX2015,1980,28.89646514
Netherlands,HOUSECOST,RENT,IDX2015,1981,31.12993873
Netherlands,HOUSECOST,RENT,IDX2015,1982,33.82396977
Netherlands,HOUSECOST,RENT,IDX2015,1983,35.86425512
Netherlands,HOUSECOST,RENT,IDX2015,1984,37.61760808
Netherlands,HOUSECOST,RENT,IDX2015,1985,38.92298946
Netherlands,HOUSECOST,RENT,IDX2015,1986,39.91320057
Netherlands,HOUSECOST,RENT,IDX2015,1987,40.76966655
Netherlands,HOUSECOST,RENT,IDX2015,1988,41.79158443
Netherlands,HOUSECOST,RENT,IDX2015,1989,42.99842353
Netherlands,HOUSECOST,RENT,IDX2015,1990,44.27662696
Netherlands,HOUSECOST,RENT,IDX2015,1991,46.10673044
Netherlands,HOUSECOST,RENT,IDX2015,1992,48.59359883
Netherlands,HOUSECOST,RENT,IDX2015,1993,51.19485177
Netherlands,HOUSECOST,RENT,IDX2015,1994,53.75920943
Netherlands,HOUSECOST,RENT,IDX2015,1995,56.48591329
Netherlands,HOUSECOST,RENT,IDX2015,1996,58.855
Netherlands,HOUSECOST,RENT,IDX2015,1997,61.165
Netherlands,HOUSECOST,RENT,IDX2015,1998,63.355
Netherlands,HOUSECOST,RENT,IDX2015,1999,65.36
Netherlands,HOUSECOST,RENT,IDX2015,2000,67.16
Netherlands,HOUSECOST,RENT,IDX2015,2001,68.93
Netherlands,HOUSECOST,RENT,IDX2015,2002,70.87
Netherlands,HOUSECOST,RENT,IDX2015,2003,73.04
Netherlands,HOUSECOST,RENT,IDX2015,2004,75.33
Netherlands,HOUSECOST,RENT,IDX2015,2005,77.235
Netherlands,HOUSECOST,RENT,IDX2015,2006,79.065
Netherlands,HOUSECOST,RENT,IDX2015,2007,80.665
Netherlands,HOUSECOST,RENT,IDX2015,2008,81.995
Netherlands,HOUSECOST,RENT,IDX2015,2009,83.945
Netherlands,HOUSECOST,RENT,IDX2015,2010,85.81
Netherlands,HOUSECOST,RENT,IDX2015,2011,87.28
Netherlands,HOUSECOST,RENT,IDX2015,2012,89.3
Netherlands,HOUSECOST,RENT,IDX2015,2013,92.65
Netherlands,HOUSECOST,RENT,IDX2015,2014,96.805
Netherlands,HOUSECOST,RENT,IDX2015,2015,100
Netherlands,HOUSECOST,RENT,IDX2015,2016,102.085
Netherlands,HOUSECOST,RENT,IDX2015,2017,103.925
Netherlands,HOUSECOST,RENT,IDX2015,2018,105.955
Netherlands,HOUSECOST,RENT,IDX2015,2019,108.55
Netherlands,HOUSECOST,RENT,IDX2015,2020,111.5075
New Zealand,HOUSECOST,NOMINAL,IDX2015,1970,1.890739481
New Zealand,HOUSECOST,NOMINAL,IDX2015,1971,2.102257345
New Zealand,HOUSECOST,NOMINAL,IDX2015,1972,2.391149928
New Zealand,HOUSECOST,NOMINAL,IDX2015,1973,3.010224203
New Zealand,HOUSECOST,NOMINAL,IDX2015,1974,4.204503758
New Zealand,HOUSECOST,NOMINAL,IDX2015,1975,4.596580853
New Zealand,HOUSECOST,NOMINAL,IDX2015,1976,4.924171727
New Zealand,HOUSECOST,NOMINAL,IDX2015,1977,5.246602829
New Zealand,HOUSECOST,NOMINAL,IDX2015,1978,5.357526999
New Zealand,HOUSECOST,NOMINAL,IDX2015,1979,5.643839696
New Zealand,HOUSECOST,NOMINAL,IDX2015,1980,6.186484534
New Zealand,HOUSECOST,NOMINAL,IDX2015,1981,7.62398094
New Zealand,HOUSECOST,NOMINAL,IDX2015,1982,10.00997498
New Zealand,HOUSECOST,NOMINAL,IDX2015,1983,11.00772248
New Zealand,HOUSECOST,NOMINAL,IDX2015,1984,12.42371894
New Zealand,HOUSECOST,NOMINAL,IDX2015,1985,14.18471454
New Zealand,HOUSECOST,NOMINAL,IDX2015,1986,15.6397109
New Zealand,HOUSECOST,NOMINAL,IDX2015,1987,18.31220422
New Zealand,HOUSECOST,NOMINAL,IDX2015,1988,20.70469824
New Zealand,HOUSECOST,NOMINAL,IDX2015,1989,22.000945
New Zealand,HOUSECOST,NOMINAL,IDX2015,1990,23.200442
New Zealand,HOUSECOST,NOMINAL,IDX2015,1991,22.65894335
New Zealand,HOUSECOST,NOMINAL,IDX2015,1992,22.81919295
New Zealand,HOUSECOST,NOMINAL,IDX2015,1993,23.7589406
New Zealand,HOUSECOST,NOMINAL,IDX2015,1994,27.0014325
New Zealand,HOUSECOST,NOMINAL,IDX2015,1995,29.49067627
New Zealand,HOUSECOST,NOMINAL,IDX2015,1996,32.4389189
New Zealand,HOUSECOST,NOMINAL,IDX2015,1997,34.40566399
New Zealand,HOUSECOST,NOMINAL,IDX2015,1998,33.78791553
New Zealand,HOUSECOST,NOMINAL,IDX2015,1999,34.49891375
New Zealand,HOUSECOST,NOMINAL,IDX2015,2000,34.37641406
New Zealand,HOUSECOST,NOMINAL,IDX2015,2001,35.01841245
New Zealand,HOUSECOST,NOMINAL,IDX2015,2002,38.70015325
New Zealand,HOUSECOST,NOMINAL,IDX2015,2003,46.26363434
New Zealand,HOUSECOST,NOMINAL,IDX2015,2004,54.52311369
New Zealand,HOUSECOST,NOMINAL,IDX2015,2005,62.24309439
New Zealand,HOUSECOST,NOMINAL,IDX2015,2006,68.53582866
New Zealand,HOUSECOST,NOMINAL,IDX2015,2007,75.99306002
New Zealand,HOUSECOST,NOMINAL,IDX2015,2008,72.66106835
New Zealand,HOUSECOST,NOMINAL,IDX2015,2009,71.51032122
New Zealand,HOUSECOST,NOMINAL,IDX2015,2010,72.89881775
New Zealand,HOUSECOST,NOMINAL,IDX2015,2011,73.44556639
New Zealand,HOUSECOST,NOMINAL,IDX2015,2012,76.72705818
New Zealand,HOUSECOST,NOMINAL,IDX2015,2013,83.53379117
New Zealand,HOUSECOST,NOMINAL,IDX2015,2014,88.9587776
New Zealand,HOUSECOST,NOMINAL,IDX2015,2015,100
New Zealand,HOUSECOST,NOMINAL,IDX2015,2016,114.1782146
New Zealand,HOUSECOST,NOMINAL,IDX2015,2017,121.596196
New Zealand,HOUSECOST,NOMINAL,IDX2015,2018,125.9656851
New Zealand,HOUSECOST,NOMINAL,IDX2015,2019,129.8999253
New Zealand,HOUSECOST,NOMINAL,IDX2015,2020,142.6293934
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1986,49.31335249
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1987,49.13866785
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1988,51.72327738
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1989,51.94425681
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1990,53.0774917
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1991,50.88822658
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1992,52.98611175
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1993,54.42660162
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1994,60.58655386
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1995,61.98974928
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1996,64.72918022
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1997,66.04245955
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1998,63.03134629
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,1999,59.83996924
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2000,61.10952661
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2001,58.91485865
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2002,64.75171848
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2003,71.80401656
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2004,80.34818423
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2005,88.41828764
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2006,91.38230816
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2007,94.32228178
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2008,89.89952
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2009,84.50532406
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2010,83.05515831
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2011,79.30846216
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2012,81.70568262
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2013,86.84335453
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2014,92.68692431
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2015,100
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2016,108.7434752
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2017,111.5603166
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2018,110.6894317
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2019,111.7249086
New Zealand,HOUSECOST,PRICEINCOME,IDX2015,2020,118.9748487
New Zealand,HOUSECOST,PRICERENT,IDX2015,1970,31.13011135
New Zealand,HOUSECOST,PRICERENT,IDX2015,1971,32.15631942
New Zealand,HOUSECOST,PRICERENT,IDX2015,1972,33.46244987
New Zealand,HOUSECOST,PRICERENT,IDX2015,1973,37.80957637
New Zealand,HOUSECOST,PRICERENT,IDX2015,1974,46.26851775
New Zealand,HOUSECOST,PRICERENT,IDX2015,1975,43.26565456
New Zealand,HOUSECOST,PRICERENT,IDX2015,1976,41.95235097
New Zealand,HOUSECOST,PRICERENT,IDX2015,1977,40.32930883
New Zealand,HOUSECOST,PRICERENT,IDX2015,1978,37.7041463
New Zealand,HOUSECOST,PRICERENT,IDX2015,1979,36.75260626
New Zealand,HOUSECOST,PRICERENT,IDX2015,1980,36.03228929
New Zealand,HOUSECOST,PRICERENT,IDX2015,1981,37.89322199
New Zealand,HOUSECOST,PRICERENT,IDX2015,1982,40.00309215
New Zealand,HOUSECOST,PRICERENT,IDX2015,1983,38.68517993
New Zealand,HOUSECOST,PRICERENT,IDX2015,1984,40.68192819
New Zealand,HOUSECOST,PRICERENT,IDX2015,1985,39.60826232
New Zealand,HOUSECOST,PRICERENT,IDX2015,1986,37.53390729
New Zealand,HOUSECOST,PRICERENT,IDX2015,1987,37.17058125
New Zealand,HOUSECOST,PRICERENT,IDX2015,1988,37.79837422
New Zealand,HOUSECOST,PRICERENT,IDX2015,1989,39.04546152
New Zealand,HOUSECOST,PRICERENT,IDX2015,1990,38.38828252
New Zealand,HOUSECOST,PRICERENT,IDX2015,1991,36.55957067
New Zealand,HOUSECOST,PRICERENT,IDX2015,1992,36.89969539
New Zealand,HOUSECOST,PRICERENT,IDX2015,1993,37.03862931
New Zealand,HOUSECOST,PRICERENT,IDX2015,1994,39.36802589
New Zealand,HOUSECOST,PRICERENT,IDX2015,1995,40.36896847
New Zealand,HOUSECOST,PRICERENT,IDX2015,1996,42.38233242
New Zealand,HOUSECOST,PRICERENT,IDX2015,1997,43.59332759
New Zealand,HOUSECOST,PRICERENT,IDX2015,1998,41.83430445
New Zealand,HOUSECOST,PRICERENT,IDX2015,1999,43.21851132
New Zealand,HOUSECOST,PRICERENT,IDX2015,2000,42.94149828
New Zealand,HOUSECOST,PRICERENT,IDX2015,2001,48.3114314
New Zealand,HOUSECOST,PRICERENT,IDX2015,2002,52.39724758
New Zealand,HOUSECOST,PRICERENT,IDX2015,2003,60.72639368
New Zealand,HOUSECOST,PRICERENT,IDX2015,2004,69.38058021
New Zealand,HOUSECOST,PRICERENT,IDX2015,2005,77.29652899
New Zealand,HOUSECOST,PRICERENT,IDX2015,2006,83.24658898
New Zealand,HOUSECOST,PRICERENT,IDX2015,2007,89.71409909
New Zealand,HOUSECOST,PRICERENT,IDX2015,2008,83.26093327
New Zealand,HOUSECOST,PRICERENT,IDX2015,2009,80.71647739
New Zealand,HOUSECOST,PRICERENT,IDX2015,2010,81.10697182
New Zealand,HOUSECOST,PRICERENT,IDX2015,2011,80.22328735
New Zealand,HOUSECOST,PRICERENT,IDX2015,2012,81.88892465
New Zealand,HOUSECOST,PRICERENT,IDX2015,2013,87.31169569
New Zealand,HOUSECOST,PRICERENT,IDX2015,2014,91.04577985
New Zealand,HOUSECOST,PRICERENT,IDX2015,2015,100
New Zealand,HOUSECOST,PRICERENT,IDX2015,2016,111.7210443
New Zealand,HOUSECOST,PRICERENT,IDX2015,2017,116.399658
New Zealand,HOUSECOST,PRICERENT,IDX2015,2018,117.8400008
New Zealand,HOUSECOST,PRICERENT,IDX2015,2019,118.2876771
New Zealand,HOUSECOST,PRICERENT,IDX2015,2020,125.7141898
New Zealand,HOUSECOST,REAL,IDX2015,1970,25.4924348
New Zealand,HOUSECOST,REAL,IDX2015,1971,24.80308734
New Zealand,HOUSECOST,REAL,IDX2015,1972,26.74510112
New Zealand,HOUSECOST,REAL,IDX2015,1973,31.73263577
New Zealand,HOUSECOST,REAL,IDX2015,1974,40.61991736
New Zealand,HOUSECOST,REAL,IDX2015,1975,38.63719963
New Zealand,HOUSECOST,REAL,IDX2015,1976,34.72088211
New Zealand,HOUSECOST,REAL,IDX2015,1977,31.95890694
New Zealand,HOUSECOST,REAL,IDX2015,1978,29.45032653
New Zealand,HOUSECOST,REAL,IDX2015,1979,26.48984267
New Zealand,HOUSECOST,REAL,IDX2015,1980,24.49495904
New Zealand,HOUSECOST,REAL,IDX2015,1981,26.13072529
New Zealand,HOUSECOST,REAL,IDX2015,1982,29.6708087
New Zealand,HOUSECOST,REAL,IDX2015,1983,30.90216524
New Zealand,HOUSECOST,REAL,IDX2015,1984,31.9621889
New Zealand,HOUSECOST,REAL,IDX2015,1985,31.27494955
New Zealand,HOUSECOST,REAL,IDX2015,1986,30.78878749
New Zealand,HOUSECOST,REAL,IDX2015,1987,32.51693949
New Zealand,HOUSECOST,REAL,IDX2015,1988,34.61750332
New Zealand,HOUSECOST,REAL,IDX2015,1989,34.96188482
New Zealand,HOUSECOST,REAL,IDX2015,1990,34.9262747
New Zealand,HOUSECOST,REAL,IDX2015,1991,33.29742083
New Zealand,HOUSECOST,REAL,IDX2015,1992,33.01428255
New Zealand,HOUSECOST,REAL,IDX2015,1993,34.17944414
New Zealand,HOUSECOST,REAL,IDX2015,1994,38.49982285
New Zealand,HOUSECOST,REAL,IDX2015,1995,41.18220999
New Zealand,HOUSECOST,REAL,IDX2015,1996,44.45208743
New Zealand,HOUSECOST,REAL,IDX2015,1997,46.5265823
New Zealand,HOUSECOST,REAL,IDX2015,1998,45.03998298
New Zealand,HOUSECOST,REAL,IDX2015,1999,45.60143342
New Zealand,HOUSECOST,REAL,IDX2015,2000,44.52490362
New Zealand,HOUSECOST,REAL,IDX2015,2001,44.39650342
New Zealand,HOUSECOST,REAL,IDX2015,2002,48.10232619
New Zealand,HOUSECOST,REAL,IDX2015,2003,57.22011052
New Zealand,HOUSECOST,REAL,IDX2015,2004,66.56296842
New Zealand,HOUSECOST,REAL,IDX2015,2005,74.54802382
New Zealand,HOUSECOST,REAL,IDX2015,2006,79.74206805
New Zealand,HOUSECOST,REAL,IDX2015,2007,87.01948886
New Zealand,HOUSECOST,REAL,IDX2015,2008,80.21158497
New Zealand,HOUSECOST,REAL,IDX2015,2009,76.8790637
New Zealand,HOUSECOST,REAL,IDX2015,2010,77.40819967
New Zealand,HOUSECOST,REAL,IDX2015,2011,75.76431118
New Zealand,HOUSECOST,REAL,IDX2015,2012,78.5349935
New Zealand,HOUSECOST,REAL,IDX2015,2013,84.95962051
New Zealand,HOUSECOST,REAL,IDX2015,2014,89.68248441
New Zealand,HOUSECOST,REAL,IDX2015,2015,100
