LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value
Australia,HOUSECOST,NOMINAL,IDX2015,1970,2.552379708
Australia,HOUSECOST,NOMINAL,IDX2015,1971,2.851352119
Australia,HOUSECOST,NOMINAL,IDX2015,1972,3.183667177
Australia,HOUSECOST,NOMINAL,IDX2015,1973,3.837183079
Australia,HOUSECOST,NOMINAL,IDX2015,1974,4.690199158
Australia,HOUSECOST,NOMINAL,IDX2015,1975,5.202008806
Australia,HOUSECOST,NOMINAL,IDX2015,1976,5.793840808
Australia,HOUSECOST,NOMINAL,IDX2015,1977,6.267862121
Australia,HOUSECOST,NOMINAL,IDX2015,1978,6.590174386
Australia,HOUSECOST,NOMINAL,IDX2015,1979,7.4604175
Australia,HOUSECOST,NOMINAL,IDX2015,1980,8.434578533
Australia,HOUSECOST,NOMINAL,IDX2015,1981,9.707711978
Australia,HOUSECOST,NOMINAL,IDX2015,1982,10.05503123
Australia,HOUSECOST,NOMINAL,IDX2015,1983,10.6296362
Australia,HOUSECOST,NOMINAL,IDX2015,1984,11.85386709
Australia,HOUSECOST,NOMINAL,IDX2015,1985,13.06198237
Australia,HOUSECOST,NOMINAL,IDX2015,1986,13.97025288
Australia,HOUSECOST,NOMINAL,IDX2015,1987,14.77893221
Australia,HOUSECOST,NOMINAL,IDX2015,1988,18.1088388
Australia,HOUSECOST,NOMINAL,IDX2015,1989,22.58760271
Australia,HOUSECOST,NOMINAL,IDX2015,1990,22.93364407
Australia,HOUSECOST,NOMINAL,IDX2015,1991,23.52883521
Australia,HOUSECOST,NOMINAL,IDX2015,1992,23.88871823
Australia,HOUSECOST,NOMINAL,IDX2015,1993,24.51159268
Australia,HOUSECOST,NOMINAL,IDX2015,1994,25.38954905
Australia,HOUSECOST,NOMINAL,IDX2015,1995,25.69604283
Australia,HOUSECOST,NOMINAL,IDX2015,1996,25.90366764
Australia,HOUSECOST,NOMINAL,IDX2015,1997,26.94179173
Australia,HOUSECOST,NOMINAL,IDX2015,1998,28.92114832
Australia,HOUSECOST,NOMINAL,IDX2015,1999,31.01914766
Australia,HOUSECOST,NOMINAL,IDX2015,2000,33.59567277
Australia,HOUSECOST,NOMINAL,IDX2015,2001,37.3685123
Australia,HOUSECOST,NOMINAL,IDX2015,2002,44.37238946
Australia,HOUSECOST,NOMINAL,IDX2015,2003,52.37565666
Australia,HOUSECOST,NOMINAL,IDX2015,2004,55.647
Australia,HOUSECOST,NOMINAL,IDX2015,2005,56.66475
Australia,HOUSECOST,NOMINAL,IDX2015,2006,60.5795
Australia,HOUSECOST,NOMINAL,IDX2015,2007,66.96025
Australia,HOUSECOST,NOMINAL,IDX2015,2008,69.60275
Australia,HOUSECOST,NOMINAL,IDX2015,2009,72.42125
Australia,HOUSECOST,NOMINAL,IDX2015,2010,80.877
Australia,HOUSECOST,NOMINAL,IDX2015,2011,79.13475
Australia,HOUSECOST,NOMINAL,IDX2015,2012,78.88025
Australia,HOUSECOST,NOMINAL,IDX2015,2013,84.1065
Australia,HOUSECOST,NOMINAL,IDX2015,2014,91.72025
Australia,HOUSECOST,NOMINAL,IDX2015,2015,100
Australia,HOUSECOST,NOMINAL,IDX2015,2016,105.5
Australia,HOUSECOST,NOMINAL,IDX2015,2017,114.30825
Australia,HOUSECOST,NOMINAL,IDX2015,2018,112.66375
Australia,HOUSECOST,NOMINAL,IDX2015,2019,108.08375
Australia,HOUSECOST,NOMINAL,IDX2015,2020,113.9165
Australia,HOUSECOST,PRICEINCOME,IDX2015,1970,57.43829977
Australia,HOUSECOST,PRICEINCOME,IDX2015,1971,58.93071223
Australia,HOUSECOST,PRICEINCOME,IDX2015,1972,59.96049177
Australia,HOUSECOST,PRICEINCOME,IDX2015,1973,62.09235783
Australia,HOUSECOST,PRICEINCOME,IDX2015,1974,63.01671415
Australia,HOUSECOST,PRICEINCOME,IDX2015,1975,58.59142217
Australia,HOUSECOST,PRICEINCOME,IDX2015,1976,58.27276164
Australia,HOUSECOST,PRICEINCOME,IDX2015,1977,57.11174831
Australia,HOUSECOST,PRICEINCOME,IDX2015,1978,54.43141918
Australia,HOUSECOST,PRICEINCOME,IDX2015,1979,55.02049517
Australia,HOUSECOST,PRICEINCOME,IDX2015,1980,55.94601889
Australia,HOUSECOST,PRICEINCOME,IDX2015,1981,57.68701224
Australia,HOUSECOST,PRICEINCOME,IDX2015,1982,53.99421075
Australia,HOUSECOST,PRICEINCOME,IDX2015,1983,52.84425207
Australia,HOUSECOST,PRICEINCOME,IDX2015,1984,54.07076076
Australia,HOUSECOST,PRICEINCOME,IDX2015,1985,55.81504449
Australia,HOUSECOST,PRICEINCOME,IDX2015,1986,55.74855856
Australia,HOUSECOST,PRICEINCOME,IDX2015,1987,55.44907099
Australia,HOUSECOST,PRICEINCOME,IDX2015,1988,62.2119919
Australia,HOUSECOST,PRICEINCOME,IDX2015,1989,70.0754148
Australia,HOUSECOST,PRICEINCOME,IDX2015,1990,66.03807151
Australia,HOUSECOST,PRICEINCOME,IDX2015,1991,67.09882351
Australia,HOUSECOST,PRICEINCOME,IDX2015,1992,66.29392985
Australia,HOUSECOST,PRICEINCOME,IDX2015,1993,66.47947997
Australia,HOUSECOST,PRICEINCOME,IDX2015,1994,65.73602927
Australia,HOUSECOST,PRICEINCOME,IDX2015,1995,63.56294846
Australia,HOUSECOST,PRICEINCOME,IDX2015,1996,60.9869556
Australia,HOUSECOST,PRICEINCOME,IDX2015,1997,61.26093062
Australia,HOUSECOST,PRICEINCOME,IDX2015,1998,64.7204622
Australia,HOUSECOST,PRICEINCOME,IDX2015,1999,66.28825928
Australia,HOUSECOST,PRICEINCOME,IDX2015,2000,68.22872066
Australia,HOUSECOST,PRICEINCOME,IDX2015,2001,70.12064384
Australia,HOUSECOST,PRICEINCOME,IDX2015,2002,81.63781795
Australia,HOUSECOST,PRICEINCOME,IDX2015,2003,92.17960847
Australia,HOUSECOST,PRICEINCOME,IDX2015,2004,91.33359124
Australia,HOUSECOST,PRICEINCOME,IDX2015,2005,88.34443667
Australia,HOUSECOST,PRICEINCOME,IDX2015,2006,89.63729175
Australia,HOUSECOST,PRICEINCOME,IDX2015,2007,91.04762325
Australia,HOUSECOST,PRICEINCOME,IDX2015,2008,88.00714261
Australia,HOUSECOST,PRICEINCOME,IDX2015,2009,87.45022039
Australia,HOUSECOST,PRICEINCOME,IDX2015,2010,93.8785867
Australia,HOUSECOST,PRICEINCOME,IDX2015,2011,86.29581678
Australia,HOUSECOST,PRICEINCOME,IDX2015,2012,84.76171071
Australia,HOUSECOST,PRICEINCOME,IDX2015,2013,87.94619535
Australia,HOUSECOST,PRICEINCOME,IDX2015,2014,92.77110749
Australia,HOUSECOST,PRICEINCOME,IDX2015,2015,100
Australia,HOUSECOST,PRICEINCOME,IDX2015,2016,105.0674141
Australia,HOUSECOST,PRICEINCOME,IDX2015,2017,112.567047
Australia,HOUSECOST,PRICEINCOME,IDX2015,2018,108.8757787
Australia,HOUSECOST,PRICEINCOME,IDX2015,2019,102.1109477
Australia,HOUSECOST,PRICEINCOME,IDX2015,2020,101.9584708
Australia,HOUSECOST,PRICERENT,IDX2015,1973,40.92021505
Australia,HOUSECOST,PRICERENT,IDX2015,1974,45.06345446
Australia,HOUSECOST,PRICERENT,IDX2015,1975,42.91996082
Australia,HOUSECOST,PRICERENT,IDX2015,1976,41.70441843
Australia,HOUSECOST,PRICERENT,IDX2015,1977,40.63103878
Australia,HOUSECOST,PRICERENT,IDX2015,1978,39.4633793
Australia,HOUSECOST,PRICERENT,IDX2015,1979,41.16283402
Australia,HOUSECOST,PRICERENT,IDX2015,1980,43.5727865
Australia,HOUSECOST,PRICERENT,IDX2015,1981,46.40660931
Australia,HOUSECOST,PRICERENT,IDX2015,1982,43.04790761
Australia,HOUSECOST,PRICERENT,IDX2015,1983,41.75138228
Australia,HOUSECOST,PRICERENT,IDX2015,1984,43.37612896
Australia,HOUSECOST,PRICERENT,IDX2015,1985,44.06234101
Australia,HOUSECOST,PRICERENT,IDX2015,1986,42.73765134
Australia,HOUSECOST,PRICERENT,IDX2015,1987,40.97246579
Australia,HOUSECOST,PRICERENT,IDX2015,1988,44.96648684
Australia,HOUSECOST,PRICERENT,IDX2015,1989,51.34435334
Australia,HOUSECOST,PRICERENT,IDX2015,1990,49.19664254
Australia,HOUSECOST,PRICERENT,IDX2015,1991,48.86183153
Australia,HOUSECOST,PRICERENT,IDX2015,1992,49.1467635
Australia,HOUSECOST,PRICERENT,IDX2015,1993,50.19264263
Australia,HOUSECOST,PRICERENT,IDX2015,1994,51.62887221
Australia,HOUSECOST,PRICERENT,IDX2015,1995,51.3754961
Australia,HOUSECOST,PRICERENT,IDX2015,1996,50.2538904
Australia,HOUSECOST,PRICERENT,IDX2015,1997,50.78047099
Australia,HOUSECOST,PRICERENT,IDX2015,1998,52.90082869
Australia,HOUSECOST,PRICERENT,IDX2015,1999,55.25866018
Australia,HOUSECOST,PRICERENT,IDX2015,2000,58.06225296
Australia,HOUSECOST,PRICERENT,IDX2015,2001,62.6188503
Australia,HOUSECOST,PRICERENT,IDX2015,2002,72.55847557
Australia,HOUSECOST,PRICERENT,IDX2015,2003,84.07169729
Australia,HOUSECOST,PRICERENT,IDX2015,2004,87.15434758
Australia,HOUSECOST,PRICERENT,IDX2015,2005,86.82400562
Australia,HOUSECOST,PRICERENT,IDX2015,2006,89.89009073
Australia,HOUSECOST,PRICERENT,IDX2015,2007,94.1711966
Australia,HOUSECOST,PRICERENT,IDX2015,2008,90.91120189
Australia,HOUSECOST,PRICERENT,IDX2015,2009,88.55769489
Australia,HOUSECOST,PRICERENT,IDX2015,2010,94.83065072
Australia,HOUSECOST,PRICERENT,IDX2015,2011,88.7311764
Australia,HOUSECOST,PRICERENT,IDX2015,2012,84.90534958
Australia,HOUSECOST,PRICERENT,IDX2015,2013,87.63146843
Australia,HOUSECOST,PRICERENT,IDX2015,2014,93.22827181
Australia,HOUSECOST,PRICERENT,IDX2015,2015,100
Australia,HOUSECOST,PRICERENT,IDX2015,2016,104.7144941
Australia,HOUSECOST,PRICERENT,IDX2015,2017,112.7467905
Australia,HOUSECOST,PRICERENT,IDX2015,2018,110.408974
Australia,HOUSECOST,PRICERENT,IDX2015,2019,105.540935
Australia,HOUSECOST,PRICERENT,IDX2015,2020,112.2912181
Australia,HOUSECOST,REAL,IDX2015,1970,26.58840416
Australia,HOUSECOST,REAL,IDX2015,1971,27.71391981
Australia,HOUSECOST,REAL,IDX2015,1972,29.1157835
Australia,HOUSECOST,REAL,IDX2015,1973,32.26661153
Australia,HOUSECOST,REAL,IDX2015,1974,34.25649811
Australia,HOUSECOST,REAL,IDX2015,1975,32.42406112
Australia,HOUSECOST,REAL,IDX2015,1976,31.69805426
Australia,HOUSECOST,REAL,IDX2015,1977,31.09072147
Australia,HOUSECOST,REAL,IDX2015,1978,30.14783789
Australia,HOUSECOST,REAL,IDX2015,1979,31.12528706
Australia,HOUSECOST,REAL,IDX2015,1980,31.88946317
Australia,HOUSECOST,REAL,IDX2015,1981,33.61028799
Australia,HOUSECOST,REAL,IDX2015,1982,31.5585848
Australia,HOUSECOST,REAL,IDX2015,1983,30.52096587
Australia,HOUSECOST,REAL,IDX2015,1984,31.99544144
Australia,HOUSECOST,REAL,IDX2015,1985,33.06509543
Australia,HOUSECOST,REAL,IDX2015,1986,32.70781499
Australia,HOUSECOST,REAL,IDX2015,1987,32.09301093
Australia,HOUSECOST,REAL,IDX2015,1988,36.73716682
Australia,HOUSECOST,REAL,IDX2015,1989,43.05522069
Australia,HOUSECOST,REAL,IDX2015,1990,41.06058368
Australia,HOUSECOST,REAL,IDX2015,1991,40.60550568
Australia,HOUSECOST,REAL,IDX2015,1992,40.4611263
Australia,HOUSECOST,REAL,IDX2015,1993,40.66160041
Australia,HOUSECOST,REAL,IDX2015,1994,41.45571796
Australia,HOUSECOST,REAL,IDX2015,1995,40.82847995
Australia,HOUSECOST,REAL,IDX2015,1996,40.38285085
Australia,HOUSECOST,REAL,IDX2015,1997,41.40308749
Australia,HOUSECOST,REAL,IDX2015,1998,43.84046716
Australia,HOUSECOST,REAL,IDX2015,1999,46.52184061
Australia,HOUSECOST,REAL,IDX2015,2000,48.70150006
Australia,HOUSECOST,REAL,IDX2015,2001,52.38525921
Australia,HOUSECOST,REAL,IDX2015,2002,60.45271367
Australia,HOUSECOST,REAL,IDX2015,2003,69.75288308
Australia,HOUSECOST,REAL,IDX2015,2004,73.02552975
Australia,HOUSECOST,REAL,IDX2015,2005,72.78956546
Australia,HOUSECOST,REAL,IDX2015,2006,75.10144855
Australia,HOUSECOST,REAL,IDX2015,2007,80.49229349
Australia,HOUSECOST,REAL,IDX2015,2008,81.1244392
Australia,HOUSECOST,REAL,IDX2015,2009,82.24899014
Australia,HOUSECOST,REAL,IDX2015,2010,89.88685743
Australia,HOUSECOST,REAL,IDX2015,2011,85.89626817
Australia,HOUSECOST,REAL,IDX2015,2012,83.60145634
Australia,HOUSECOST,REAL,IDX2015,2013,87.02781183
Australia,HOUSECOST,REAL,IDX2015,2014,93.09257159
Australia,HOUSECOST,REAL,IDX2015,2015,100
Australia,HOUSECOST,REAL,IDX2015,2016,104.5232365
Australia,HOUSECOST,REAL,IDX2015,2017,111.8185435
Australia,HOUSECOST,REAL,IDX2015,2018,108.4122031
Australia,HOUSECOST,REAL,IDX2015,2019,102.1840525
Australia,HOUSECOST,REAL,IDX2015,2020,106.7259042
Australia,HOUSECOST,RENT,IDX2015,1973,9.366454921
Australia,HOUSECOST,RENT,IDX2015,1974,10.4147668
Australia,HOUSECOST,RENT,IDX2015,1975,12.12397652
Australia,HOUSECOST,RENT,IDX2015,1976,13.90155174
Australia,HOUSECOST,RENT,IDX2015,1977,15.42844443
Australia,HOUSECOST,RENT,IDX2015,1978,16.70465209
Australia,HOUSECOST,RENT,IDX2015,1979,18.11759726
Australia,HOUSECOST,RENT,IDX2015,1980,19.34822742
Australia,HOUSECOST,RENT,IDX2015,1981,20.92069512
Australia,HOUSECOST,RENT,IDX2015,1982,23.38195292
Australia,HOUSECOST,RENT,IDX2015,1983,25.45579068
Australia,HOUSECOST,RENT,IDX2015,1984,27.32452342
Australia,HOUSECOST,RENT,IDX2015,1985,29.64904871
Australia,HOUSECOST,RENT,IDX2015,1986,32.70282659
Australia,HOUSECOST,RENT,IDX2015,1987,36.07566701
Australia,HOUSECOST,RENT,IDX2015,1988,40.20055253
Australia,HOUSECOST,RENT,IDX2015,1989,44.0063855
Australia,HOUSECOST,RENT,IDX2015,1990,46.62717083
Australia,HOUSECOST,RENT,IDX2015,1991,48.15406352
Australia,HOUSECOST,RENT,IDX2015,1992,48.60985608
Australia,HOUSECOST,RENT,IDX2015,1993,48.8377461
Australia,HOUSECOST,RENT,IDX2015,1994,49.17958615
Australia,HOUSECOST,RENT,IDX2015,1995,50.02279375
Australia,HOUSECOST,RENT,IDX2015,1996,51.54968644
Australia,HOUSECOST,RENT,IDX2015,1997,53.05379163
Australia,HOUSECOST,RENT,IDX2015,1998,54.67183933
Australia,HOUSECOST,RENT,IDX2015,1999,56.13036202
Australia,HOUSECOST,RENT,IDX2015,2000,57.86236223
Australia,HOUSECOST,RENT,IDX2015,2001,59.66272246
Australia,HOUSECOST,RENT,IDX2015,2002,61.14403514
Australia,HOUSECOST,RENT,IDX2015,2003,62.28351029
Australia,HOUSECOST,RENT,IDX2015,2004,63.85597798
Australia,HOUSECOST,RENT,IDX2015,2005,65.26892316
Australia,HOUSECOST,RENT,IDX2015,2006,67.38833842
Australia,HOUSECOST,RENT,IDX2015,2007,71.08022889
Australia,HOUSECOST,RENT,IDX2015,2008,76.64084708
Australia,HOUSECOST,RENT,IDX2015,2009,81.74568272
Australia,HOUSECOST,RENT,IDX2015,2010,85.30083316
Australia,HOUSECOST,RENT,IDX2015,2011,89.22061115
Australia,HOUSECOST,RENT,IDX2015,2012,92.91250161
Australia,HOUSECOST,RENT,IDX2015,2013,95.966282
Australia,HOUSECOST,RENT,IDX2015,2014,98.3819623
Australia,HOUSECOST,RENT,IDX2015,2015,100
Australia,HOUSECOST,RENT,IDX2015,2016,100.7520626
Australia,HOUSECOST,RENT,IDX2015,2017,101.3901627
Australia,HOUSECOST,RENT,IDX2015,2018,102.0510378
Australia,HOUSECOST,RENT,IDX2015,2019,102.4157128
Australia,HOUSECOST,RENT,IDX2015,2020,101.4585377
Austria,HOUSECOST,NOMINAL,IDX2015,2000,58.58386076
Austria,HOUSECOST,NOMINAL,IDX2015,2001,59.08182358
Austria,HOUSECOST,NOMINAL,IDX2015,2002,59.41868078
Austria,HOUSECOST,NOMINAL,IDX2015,2003,59.57978639
Austria,HOUSECOST,NOMINAL,IDX2015,2004,58.43740111
Austria,HOUSECOST,NOMINAL,IDX2015,2005,61.35194818
Austria,HOUSECOST,NOMINAL,IDX2015,2006,63.87105419
Austria,HOUSECOST,NOMINAL,IDX2015,2007,66.85883109
Austria,HOUSECOST,NOMINAL,IDX2015,2008,67.57648339
Austria,HOUSECOST,NOMINAL,IDX2015,2009,70.21275712
Austria,HOUSECOST,NOMINAL,IDX2015,2010,76.7975
Austria,HOUSECOST,NOMINAL,IDX2015,2011,81.5975
Austria,HOUSECOST,NOMINAL,IDX2015,2012,87.57
Austria,HOUSECOST,NOMINAL,IDX2015,2013,92.1
Austria,HOUSECOST,NOMINAL,IDX2015,2014,95.33
Austria,HOUSECOST,NOMINAL,IDX2015,2015,100
Austria,HOUSECOST,NOMINAL,IDX2015,2016,108.5325
Austria,HOUSECOST,NOMINAL,IDX2015,2017,114.26
Austria,HOUSECOST,NOMINAL,IDX2015,2018,119.64
Austria,HOUSECOST,NOMINAL,IDX2015,2019,126.6
Austria,HOUSECOST,NOMINAL,IDX2015,2020,136.31125
Austria,HOUSECOST,PRICEINCOME,IDX2015,2000,82.14813471
Austria,HOUSECOST,PRICEINCOME,IDX2015,2001,81.7245399
Austria,HOUSECOST,PRICEINCOME,IDX2015,2002,80.87367177
Austria,HOUSECOST,PRICEINCOME,IDX2015,2003,78.64871509
Austria,HOUSECOST,PRICEINCOME,IDX2015,2004,74.80242009
Austria,HOUSECOST,PRICEINCOME,IDX2015,2005,74.07965722
Austria,HOUSECOST,PRICEINCOME,IDX2015,2006,74.00597341
Austria,HOUSECOST,PRICEINCOME,IDX2015,2007,74.18683602
Austria,HOUSECOST,PRICEINCOME,IDX2015,2008,73.00497305
Austria,HOUSECOST,PRICEINCOME,IDX2015,2009,76.02747779
Austria,HOUSECOST,PRICEINCOME,IDX2015,2010,82.68888434
Austria,HOUSECOST,PRICEINCOME,IDX2015,2011,85.89307756
Austria,HOUSECOST,PRICEINCOME,IDX2015,2012,89.07759673
Austria,HOUSECOST,PRICEINCOME,IDX2015,2013,94.16153487
Austria,HOUSECOST,PRICEINCOME,IDX2015,2014,95.57866686
Austria,HOUSECOST,PRICEINCOME,IDX2015,2015,100
Austria,HOUSECOST,PRICEINCOME,IDX2015,2016,105.4628506
Austria,HOUSECOST,PRICEINCOME,IDX2015,2017,108.0297055
Austria,HOUSECOST,PRICEINCOME,IDX2015,2018,109.8382858
Austria,HOUSECOST,PRICEINCOME,IDX2015,2019,113.1240667
Austria,HOUSECOST,PRICEINCOME,IDX2015,2020,124.22887
Austria,HOUSECOST,PRICERENT,IDX2015,2000,94.9300669
Austria,HOUSECOST,PRICERENT,IDX2015,2001,93.10765892
Austria,HOUSECOST,PRICERENT,IDX2015,2002,92.09618975
Austria,HOUSECOST,PRICERENT,IDX2015,2003,88.47781431
Austria,HOUSECOST,PRICERENT,IDX2015,2004,83.87094485
Austria,HOUSECOST,PRICERENT,IDX2015,2005,85.12951786
Austria,HOUSECOST,PRICERENT,IDX2015,2006,86.67587992
Austria,HOUSECOST,PRICERENT,IDX2015,2007,88.97932143
Austria,HOUSECOST,PRICERENT,IDX2015,2008,88.81663436
Austria,HOUSECOST,PRICERENT,IDX2015,2009,88.16080464
Austria,HOUSECOST,PRICERENT,IDX2015,2010,92.74935388
Austria,HOUSECOST,PRICERENT,IDX2015,2011,95.38077194
Austria,HOUSECOST,PRICERENT,IDX2015,2012,98.04931859
Austria,HOUSECOST,PRICERENT,IDX2015,2013,100.0184106
Austria,HOUSECOST,PRICERENT,IDX2015,2014,99.5794772
Austria,HOUSECOST,PRICERENT,IDX2015,2015,100
Austria,HOUSECOST,PRICERENT,IDX2015,2016,105.3096478
Austria,HOUSECOST,PRICERENT,IDX2015,2017,106.464514
Austria,HOUSECOST,PRICERENT,IDX2015,2018,107.4806785
Austria,HOUSECOST,PRICERENT,IDX2015,2019,110.4477938
Austria,HOUSECOST,PRICERENT,IDX2015,2020,114.2317498
Austria,HOUSECOST,REAL,IDX2015,2000,77.9844799
Austria,HOUSECOST,REAL,IDX2015,2001,76.82123684
Austria,HOUSECOST,REAL,IDX2015,2002,76.4789492
Austria,HOUSECOST,REAL,IDX2015,2003,75.52342059
Austria,HOUSECOST,REAL,IDX2015,2004,72.8276247
Austria,HOUSECOST,REAL,IDX2015,2005,74.65438869
Austria,HOUSECOST,REAL,IDX2015,2006,76.12461376
Austria,HOUSECOST,REAL,IDX2015,2007,77.75697912
Austria,HOUSECOST,REAL,IDX2015,2008,76.97824238
Austria,HOUSECOST,REAL,IDX2015,2009,79.71568647
Austria,HOUSECOST,REAL,IDX2015,2010,85.68940301
Austria,HOUSECOST,REAL,IDX2015,2011,88.25582067
Austria,HOUSECOST,REAL,IDX2015,2012,92.53654877
Austria,HOUSECOST,REAL,IDX2015,2013,95.32974253
Austria,HOUSECOST,REAL,IDX2015,2014,96.72130517
Austria,HOUSECOST,REAL,IDX2015,2015,100
Austria,HOUSECOST,REAL,IDX2015,2016,106.9836796
Austria,HOUSECOST,REAL,IDX2015,2017,110.6467731
Austria,HOUSECOST,REAL,IDX2015,2018,113.5310318
Austria,HOUSECOST,REAL,IDX2015,2019,117.9495075
Austria,HOUSECOST,REAL,IDX2015,2020,125.5747918
Austria,HOUSECOST,RENT,IDX2015,1966,6.677056939
Austria,HOUSECOST,RENT,IDX2015,1967,7.074865125
Austria,HOUSECOST,RENT,IDX2015,1968,7.570594932
Austria,HOUSECOST,RENT,IDX2015,1969,8.123075385
Austria,HOUSECOST,RENT,IDX2015,1970,9.042763502
Austria,HOUSECOST,RENT,IDX2015,1971,10.20224822
Austria,HOUSECOST,RENT,IDX2015,1972,11.23821789
Austria,HOUSECOST,RENT,IDX2015,1973,12.54124888
Austria,HOUSECOST,RENT,IDX2015,1974,13.18886905
Austria,HOUSECOST,RENT,IDX2015,1975,14.5792491
Austria,HOUSECOST,RENT,IDX2015,1976,17.14914603
Austria,HOUSECOST,RENT,IDX2015,1977,18.96404297
Austria,HOUSECOST,RENT,IDX2015,1978,19.98777254
Austria,HOUSECOST,RENT,IDX2015,1979,20.70160273
Austria,HOUSECOST,RENT,IDX2015,1980,21.39317859
Austria,HOUSECOST,RENT,IDX2015,1981,22.68953187
Austria,HOUSECOST,RENT,IDX2015,1982,25.2928103
Austria,HOUSECOST,RENT,IDX2015,1983,28.90813114
Austria,HOUSECOST,RENT,IDX2015,1984,31.10525988
Austria,HOUSECOST,RENT,IDX2015,1985,33.2845814
Austria,HOUSECOST,RENT,IDX2015,1986,34.59261481
Austria,HOUSECOST,RENT,IDX2015,1987,35.7738023
Austria,HOUSECOST,RENT,IDX2015,1988,36.54883306
Austria,HOUSECOST,RENT,IDX2015,1989,37.51636916
Austria,HOUSECOST,RENT,IDX2015,1990,39.08200966
Austria,HOUSECOST,RENT,IDX2015,1991,40.97312615
Austria,HOUSECOST,RENT,IDX2015,1992,43.62814859
Austria,HOUSECOST,RENT,IDX2015,1993,45.89704273
Austria,HOUSECOST,RENT,IDX2015,1994,48.82079473
Austria,HOUSECOST,RENT,IDX2015,1995,52.51345744
Austria,HOUSECOST,RENT,IDX2015,1996,55.70092956
Austria,HOUSECOST,RENT,IDX2015,1997,57.73457549
Austria,HOUSECOST,RENT,IDX2015,1998,59.47905588
Austria,HOUSECOST,RENT,IDX2015,1999,60.70065866
Austria,HOUSECOST,RENT,IDX2015,2000,61.72810139
Austria,HOUSECOST,RENT,IDX2015,2001,63.47191678
Austria,HOUSECOST,RENT,IDX2015,2002,64.54701952
Austria,HOUSECOST,RENT,IDX2015,2003,67.35564516
Austria,HOUSECOST,RENT,IDX2015,2004,69.70131568
Austria,HOUSECOST,RENT,IDX2015,2005,72.09048372
Austria,HOUSECOST,RENT,IDX2015,2006,73.70664908
Austria,HOUSECOST,RENT,IDX2015,2007,75.15458941
Austria,HOUSECOST,RENT,IDX2015,2008,76.09784962
Austria,HOUSECOST,RENT,IDX2015,2009,79.67263043
Austria,HOUSECOST,RENT,IDX2015,2010,82.80883113
Austria,HOUSECOST,RENT,IDX2015,2011,85.55647175
Austria,HOUSECOST,RENT,IDX2015,2012,89.3258501
Austria,HOUSECOST,RENT,IDX2015,2013,92.10109822
Austria,HOUSECOST,RENT,IDX2015,2014,95.76001405
Austria,HOUSECOST,RENT,IDX2015,2015,100
Austria,HOUSECOST,RENT,IDX2015,2016,103.0828482
Austria,HOUSECOST,RENT,IDX2015,2017,107.3404742
Austria,HOUSECOST,RENT,IDX2015,2018,111.3315
Austria,HOUSECOST,RENT,IDX2015,2019,114.6392508
Austria,HOUSECOST,RENT,IDX2015,2020,119.3448519
Belgium,HOUSECOST,NOMINAL,IDX2015,1970,7.735564275
Belgium,HOUSECOST,NOMINAL,IDX2015,1971,7.676965801
Belgium,HOUSECOST,NOMINAL,IDX2015,1972,8.350879682
Belgium,HOUSECOST,NOMINAL,IDX2015,1973,9.523478733
Belgium,HOUSECOST,NOMINAL,IDX2015,1974,10.95511279
Belgium,HOUSECOST,NOMINAL,IDX2015,1975,12.64854182
Belgium,HOUSECOST,NOMINAL,IDX2015,1976,15.3269058
Belgium,HOUSECOST,NOMINAL,IDX2015,1977,17.8459959
Belgium,HOUSECOST,NOMINAL,IDX2015,1978,19.93120203
Belgium,HOUSECOST,NOMINAL,IDX2015,1979,21.60998519
Belgium,HOUSECOST,NOMINAL,IDX2015,1980,21.77841273
Belgium,HOUSECOST,NOMINAL,IDX2015,1981,20.59758924
Belgium,HOUSECOST,NOMINAL,IDX2015,1982,19.84515753
Belgium,HOUSECOST,NOMINAL,IDX2015,1983,19.52294833
Belgium,HOUSECOST,NOMINAL,IDX2015,1984,19.91838689
Belgium,HOUSECOST,NOMINAL,IDX2015,1985,20.21130435
Belgium,HOUSECOST,NOMINAL,IDX2015,1986,21.15596314
Belgium,HOUSECOST,NOMINAL,IDX2015,1987,22.50887563
Belgium,HOUSECOST,NOMINAL,IDX2015,1988,24.32130238
Belgium,HOUSECOST,NOMINAL,IDX2015,1989,27.69351457
Belgium,HOUSECOST,NOMINAL,IDX2015,1990,30.62635058
Belgium,HOUSECOST,NOMINAL,IDX2015,1991,31.92983325
Belgium,HOUSECOST,NOMINAL,IDX2015,1992,34.05714627
Belgium,HOUSECOST,NOMINAL,IDX2015,1993,35.86774228
Belgium,HOUSECOST,NOMINAL,IDX2015,1994,38.16531356
Belgium,HOUSECOST,NOMINAL,IDX2015,1995,39.88986508
Belgium,HOUSECOST,NOMINAL,IDX2015,1996,40.7558023
Belgium,HOUSECOST,NOMINAL,IDX2015,1997,41.73707577
Belgium,HOUSECOST,NOMINAL,IDX2015,1998,44.386148
Belgium,HOUSECOST,NOMINAL,IDX2015,1999,47.54050284
Belgium,HOUSECOST,NOMINAL,IDX2015,2000,50.11451497
Belgium,HOUSECOST,NOMINAL,IDX2015,2001,52.54206837
Belgium,HOUSECOST,NOMINAL,IDX2015,2002,55.90512689
Belgium,HOUSECOST,NOMINAL,IDX2015,2003,59.76065288
Belgium,HOUSECOST,NOMINAL,IDX2015,2004,64.95261476
